TABLE_NAME	COLUMN_NAME	SEQ	DATATYPE	SEND_IG_VERSIONS
SUPPCV	USUBJID	605	TEXT	3.0,3.1
SUPPCV	POOLID	606	TEXT	3.0,3.1
SUPPCV	IDVAR	607	TEXT	3.0,3.1
SUPPCV	IDVARVAL	608	TEXT	3.0,3.1
SUPPCV	QNAM	609	TEXT	3.0,3.1
SUPPCV	QLABEL	610	TEXT	3.0,3.1
SUPPCV	QVAL	611	TEXT	3.0,3.1
SUPPCV	QORIG	612	TEXT	3.0,3.1
SUPPCV	QEVAL	613	TEXT	3.0,3.1
SUPPDD	STUDYID	603	TEXT	3.0,3.1
SUPPDD	RDOMAIN	604	TEXT	3.0,3.1
SUPPDD	USUBJID	605	TEXT	3.0,3.1
SUPPDD	POOLID	606	TEXT	3.0,3.1
SUPPDD	IDVAR	607	TEXT	3.0,3.1
SUPPDD	IDVARVAL	608	TEXT	3.0,3.1
SUPPDD	QNAM	609	TEXT	3.0,3.1
SUPPDD	QLABEL	610	TEXT	3.0,3.1
SUPPDD	QVAL	611	TEXT	3.0,3.1
SUPPDD	QORIG	612	TEXT	3.0,3.1
SUPPDD	QEVAL	613	TEXT	3.0,3.1
SUPPDM	STUDYID	603	TEXT	3.0,3.1
SUPPDM	RDOMAIN	604	TEXT	3.0,3.1
SUPPDM	USUBJID	605	TEXT	3.0,3.1
SUPPDM	POOLID	606	TEXT	3.0,3.1
SUPPDM	IDVAR	607	TEXT	3.0,3.1
SUPPDM	IDVARVAL	608	TEXT	3.0,3.1
SUPPDM	QNAM	609	TEXT	3.0,3.1
SUPPDM	QLABEL	610	TEXT	3.0,3.1
SUPPDM	QVAL	611	TEXT	3.0,3.1
SUPPDM	QORIG	612	TEXT	3.0,3.1
SUPPDM	QEVAL	613	TEXT	3.0,3.1
SUPPDS	STUDYID	603	TEXT	3.0,3.1
SUPPDS	RDOMAIN	604	TEXT	3.0,3.1
SUPPDS	USUBJID	605	TEXT	3.0,3.1
SUPPDS	POOLID	606	TEXT	3.0,3.1
SUPPDS	IDVAR	607	TEXT	3.0,3.1
SUPPDS	IDVARVAL	608	TEXT	3.0,3.1
SUPPDS	QNAM	609	TEXT	3.0,3.1
SUPPDS	QLABEL	610	TEXT	3.0,3.1
SUPPDS	QVAL	611	TEXT	3.0,3.1
SUPPDS	QORIG	612	TEXT	3.0,3.1
SUPPDS	QEVAL	613	TEXT	3.0,3.1
SUPPEG	STUDYID	603	TEXT	3.0,3.1
SUPPEG	RDOMAIN	604	TEXT	3.0,3.1
SUPPEG	USUBJID	605	TEXT	3.0,3.1
SUPPEG	POOLID	606	TEXT	3.0,3.1
SUPPEG	IDVAR	607	TEXT	3.0,3.1
SUPPEG	IDVARVAL	608	TEXT	3.0,3.1
SUPPEG	QNAM	609	TEXT	3.0,3.1
SUPPEG	QLABEL	610	TEXT	3.0,3.1
SUPPEG	QVAL	611	TEXT	3.0,3.1
SUPPEG	QORIG	612	TEXT	3.0,3.1
SUPPEG	QEVAL	613	TEXT	3.0,3.1
SUPPEX	STUDYID	603	TEXT	3.0,3.1
SUPPEX	RDOMAIN	604	TEXT	3.0,3.1
SUPPEX	USUBJID	605	TEXT	3.0,3.1
SUPPEX	POOLID	606	TEXT	3.0,3.1
SUPPEX	IDVAR	607	TEXT	3.0,3.1
SUPPEX	IDVARVAL	608	TEXT	3.0,3.1
SUPPEX	QNAM	609	TEXT	3.0,3.1
SUPPEX	QLABEL	610	TEXT	3.0,3.1
SUPPEX	QVAL	611	TEXT	3.0,3.1
SUPPEX	QORIG	612	TEXT	3.0,3.1
SUPPEX	QEVAL	613	TEXT	3.0,3.1
SUPPFW	STUDYID	603	TEXT	3.0,3.1
SUPPFW	RDOMAIN	604	TEXT	3.0,3.1
SUPPFW	USUBJID	605	TEXT	3.0,3.1
SUPPFW	POOLID	606	TEXT	3.0,3.1
SUPPFW	IDVAR	607	TEXT	3.0,3.1
SUPPFW	IDVARVAL	608	TEXT	3.0,3.1
SUPPFW	QNAM	609	TEXT	3.0,3.1
SUPPFW	QLABEL	610	TEXT	3.0,3.1
SUPPFW	QVAL	611	TEXT	3.0,3.1
SUPPFW	QORIG	612	TEXT	3.0,3.1
SUPPFW	QEVAL	613	TEXT	3.0,3.1
SUPPLB	STUDYID	603	TEXT	3.0,3.1
SUPPLB	RDOMAIN	604	TEXT	3.0,3.1
SUPPLB	USUBJID	605	TEXT	3.0,3.1
SUPPLB	POOLID	606	TEXT	3.0,3.1
SUPPLB	IDVAR	607	TEXT	3.0,3.1
SUPPLB	IDVARVAL	608	TEXT	3.0,3.1
SUPPLB	QNAM	609	TEXT	3.0,3.1
SUPPLB	QLABEL	610	TEXT	3.0,3.1
SUPPLB	QVAL	611	TEXT	3.0,3.1
SUPPLB	QORIG	612	TEXT	3.0,3.1
SUPPLB	QEVAL	613	TEXT	3.0,3.1
SUPPMA	STUDYID	603	TEXT	3.0,3.1
SUPPMA	RDOMAIN	604	TEXT	3.0,3.1
SUPPMA	USUBJID	605	TEXT	3.0,3.1
SUPPMA	POOLID	606	TEXT	3.0,3.1
SUPPMA	IDVAR	607	TEXT	3.0,3.1
SUPPMA	IDVARVAL	608	TEXT	3.0,3.1
SUPPMA	QNAM	609	TEXT	3.0,3.1
SUPPMA	QLABEL	610	TEXT	3.0,3.1
SUPPMA	QVAL	611	TEXT	3.0,3.1
SUPPMA	QORIG	612	TEXT	3.0,3.1
SUPPMA	QEVAL	613	TEXT	3.0,3.1
SUPPMI	STUDYID	603	TEXT	3.0,3.1
SUPPMI	RDOMAIN	604	TEXT	3.0,3.1
SUPPMI	USUBJID	605	TEXT	3.0,3.1
SUPPMI	POOLID	606	TEXT	3.0,3.1
SUPPMI	IDVAR	607	TEXT	3.0,3.1
SUPPMI	IDVARVAL	608	TEXT	3.0,3.1
SUPPMI	QNAM	609	TEXT	3.0,3.1
SUPPMI	QLABEL	610	TEXT	3.0,3.1
SUPPMI	QVAL	611	TEXT	3.0,3.1
SUPPMI	QORIG	612	TEXT	3.0,3.1
SUPPMI	QEVAL	613	TEXT	3.0,3.1
SUPPOM	STUDYID	603	TEXT	3.0,3.1
SUPPOM	RDOMAIN	604	TEXT	3.0,3.1
SUPPOM	USUBJID	605	TEXT	3.0,3.1
SUPPOM	POOLID	606	TEXT	3.0,3.1
SUPPOM	IDVAR	607	TEXT	3.0,3.1
SUPPOM	IDVARVAL	608	TEXT	3.0,3.1
SUPPOM	QNAM	609	TEXT	3.0,3.1
SUPPOM	QLABEL	610	TEXT	3.0,3.1
SUPPOM	QVAL	611	TEXT	3.0,3.1
SUPPOM	QORIG	612	TEXT	3.0,3.1
SUPPOM	QEVAL	613	TEXT	3.0,3.1
SUPPPC	STUDYID	603	TEXT	3.0,3.1
SUPPPC	RDOMAIN	604	TEXT	3.0,3.1
SUPPPC	USUBJID	605	TEXT	3.0,3.1
SUPPPC	POOLID	606	TEXT	3.0,3.1
SUPPPC	IDVAR	607	TEXT	3.0,3.1
SUPPPC	IDVARVAL	608	TEXT	3.0,3.1
SUPPPC	QNAM	609	TEXT	3.0,3.1
SUPPPC	QLABEL	610	TEXT	3.0,3.1
SUPPPC	QVAL	611	TEXT	3.0,3.1
SUPPPC	QORIG	612	TEXT	3.0,3.1
SUPPPC	QEVAL	613	TEXT	3.0,3.1
SUPPPM	STUDYID	603	TEXT	3.0,3.1
SUPPPM	RDOMAIN	604	TEXT	3.0,3.1
SUPPPM	USUBJID	605	TEXT	3.0,3.1
SUPPPM	POOLID	606	TEXT	3.0,3.1
SUPPPM	IDVAR	607	TEXT	3.0,3.1
SUPPPM	IDVARVAL	608	TEXT	3.0,3.1
SUPPPM	QNAM	609	TEXT	3.0,3.1
SUPPPM	QLABEL	610	TEXT	3.0,3.1
SUPPPM	QVAL	611	TEXT	3.0,3.1
SUPPPM	QORIG	612	TEXT	3.0,3.1
SUPPPM	QEVAL	613	TEXT	3.0,3.1
SUPPPP	STUDYID	603	TEXT	3.0,3.1
SUPPPP	RDOMAIN	604	TEXT	3.0,3.1
SUPPPP	USUBJID	605	TEXT	3.0,3.1
SUPPPP	POOLID	606	TEXT	3.0,3.1
SUPPPP	IDVAR	607	TEXT	3.0,3.1
SUPPPP	IDVARVAL	608	TEXT	3.0,3.1
SUPPPP	QNAM	609	TEXT	3.0,3.1
SUPPPP	QLABEL	610	TEXT	3.0,3.1
SUPPPP	QVAL	611	TEXT	3.0,3.1
SUPPPP	QORIG	612	TEXT	3.0,3.1
SUPPPP	QEVAL	613	TEXT	3.0,3.1
SUPPRE	STUDYID	603	TEXT	3.0,3.1
SUPPRE	RDOMAIN	604	TEXT	3.0,3.1
SUPPRE	USUBJID	605	TEXT	3.0,3.1
SUPPRE	POOLID	606	TEXT	3.0,3.1
SUPPRE	IDVAR	607	TEXT	3.0,3.1
SUPPRE	IDVARVAL	608	TEXT	3.0,3.1
SUPPRE	QNAM	609	TEXT	3.0,3.1
SUPPRE	QLABEL	610	TEXT	3.0,3.1
SUPPRE	QVAL	611	TEXT	3.0,3.1
SUPPRE	QORIG	612	TEXT	3.0,3.1
SUPPRE	QEVAL	613	TEXT	3.0,3.1
SUPPSC	STUDYID	603	TEXT	3.0,3.1
SUPPSC	RDOMAIN	604	TEXT	3.0,3.1
SUPPSC	USUBJID	605	TEXT	3.0,3.1
SUPPSC	POOLID	606	TEXT	3.0,3.1
SUPPSC	IDVAR	607	TEXT	3.0,3.1
SUPPSC	IDVARVAL	608	TEXT	3.0,3.1
SUPPSC	QNAM	609	TEXT	3.0,3.1
SUPPSC	QLABEL	610	TEXT	3.0,3.1
SUPPSC	QVAL	611	TEXT	3.0,3.1
SUPPSC	QORIG	612	TEXT	3.0,3.1
SUPPSC	QEVAL	613	TEXT	3.0,3.1
SUPPTF	STUDYID	603	TEXT	3.0,3.1
SUPPTF	RDOMAIN	604	TEXT	3.0,3.1
SUPPTF	USUBJID	605	TEXT	3.0,3.1
SUPPTF	POOLID	606	TEXT	3.0,3.1
SUPPTF	IDVAR	607	TEXT	3.0,3.1
SUPPTF	IDVARVAL	608	TEXT	3.0,3.1
SUPPTF	QNAM	609	TEXT	3.0,3.1
SUPPTF	QLABEL	610	TEXT	3.0,3.1
SUPPTF	QVAL	611	TEXT	3.0,3.1
SUPPTF	QORIG	612	TEXT	3.0,3.1
SUPPTF	QEVAL	613	TEXT	3.0,3.1
SUPPVS	STUDYID	603	TEXT	3.0,3.1
SUPPVS	RDOMAIN	604	TEXT	3.0,3.1
SUPPVS	USUBJID	605	TEXT	3.0,3.1
SUPPVS	POOLID	606	TEXT	3.0,3.1
SUPPVS	IDVAR	607	TEXT	3.0,3.1
SUPPVS	IDVARVAL	608	TEXT	3.0,3.1
SUPPVS	QNAM	609	TEXT	3.0,3.1
SUPPVS	QLABEL	610	TEXT	3.0,3.1
SUPPVS	QVAL	611	TEXT	3.0,3.1
SUPPVS	QORIG	612	TEXT	3.0,3.1
SUPPVS	QEVAL	613	TEXT	3.0,3.1
TA	STUDYID	615	TEXT	3.0,3.1
TA	DOMAIN	616	TEXT	3.0,3.1
TA	ARMCD	617	TEXT	3.0,3.1
TA	ARM	618	TEXT	3.0,3.1
TA	TAETORD	619	INTEGER	3.0,3.1
TA	ETCD	620	TEXT	3.0,3.1
TA	ELEMENT	621	TEXT	3.0,3.1
TA	TABRANCH	622	TEXT	3.0,3.1
TA	TATRANS	623	TEXT	3.0,3.1
TA	EPOCH	624	TEXT	3.0,3.1
TE	STUDYID	626	TEXT	3.0,3.1
TE	DOMAIN	627	TEXT	3.0,3.1
TE	ETCD	628	TEXT	3.0,3.1
TE	ELEMENT	629	TEXT	3.0,3.1
TE	TESTRL	630	TEXT	3.0,3.1
TE	TEENRL	631	TEXT	3.0,3.1
TE	TEDUR	632	TEXT	3.0,3.1
TF	STUDYID	634	TEXT	3.0,3.1
TF	DOMAIN	635	TEXT	3.0,3.1
TF	USUBJID	636	TEXT	3.0,3.1
TF	TFSEQ	637	INTEGER	3.0,3.1
TF	TFGRPID	638	TEXT	3.0,3.1
TF	TFREFID	639	TEXT	3.0,3.1
TF	TFSPID	640	TEXT	3.0,3.1
TF	TFTESTCD	641	TEXT	3.0,3.1
TF	TFTEST	642	TEXT	3.0,3.1
TF	TFORRES	643	TEXT	3.0,3.1
TF	TFSTRESC	644	TEXT	3.0,3.1
TF	TFREASND	645	TEXT	3.0
TF	TFSTAT	646	TEXT	3.0
TF	TFRESCAT	647	TEXT	3.0,3.1
TF	TFNAM	648	TEXT	3.0,3.1
TF	TFSPEC	649	TEXT	3.0,3.1
TF	TFANTREG	650	TEXT	3.0,3.1
TF	TFSPCCND	651	TEXT	3.0,3.1
TF	TFLAT	652	TEXT	3.0,3.1
TF	TFDIR	653	TEXT	3.0,3.1
TF	TFMETHOD	654	TEXT	3.0,3.1
TF	TFEVAL	655	TEXT	3.0,3.1
TF	TFDTHREL	656	TEXT	3.0,3.1
TF	TFDTC	657	TEXT	3.0,3.1
TF	TFDY	658	INTEGER	3.0,3.1
TF	TFDETECT	659	INTEGER	3.0,3.1
TS	STUDYID	661	TEXT	3.0,3.1
TS	DOMAIN	662	TEXT	3.0,3.1
TS	TSSEQ	663	INTEGER	3.0,3.1
TS	TSGRPID	664	TEXT	3.0,3.1
TS	TSPARMCD	665	TEXT	3.0,3.1
TS	TSPARM	666	TEXT	3.0,3.1
TS	TSVAL	667	TEXT	3.0,3.1
TS	TSVAL1	668	TEXT	3.0,3.1
TS	TSVAL2	669	TEXT	3.0,3.1
TS	TSVAL3	670	TEXT	3.0,3.1
TS	TSVAL4	671	TEXT	3.0,3.1
TS	TSVAL5	672	TEXT	3.0,3.1
TS	TSVALNF	673	TEXT	3.1
TX	STUDYID	675	TEXT	3.0,3.1
TX	DOMAIN	676	TEXT	3.0,3.1
TX	SETCD	677	TEXT	3.0,3.1
TX	SET	678	TEXT	3.0,3.1
TX	TXSEQ	679	INTEGER	3.0,3.1
TX	TXPARMCD	680	TEXT	3.0,3.1
TX	TXPARM	681	TEXT	3.0,3.1
TX	TXVAL	682	TEXT	3.0,3.1
VS	STUDYID	684	TEXT	3.0,3.1
VS	DOMAIN	685	TEXT	3.0,3.1
VS	USUBJID	686	TEXT	3.0,3.1
VS	VSSEQ	687	INTEGER	3.0,3.1
VS	VSGRPID	688	TEXT	3.0,3.1
VS	VSSPID	689	TEXT	3.0,3.1
VS	VSTESTCD	690	TEXT	3.0
VS	VSTESTCD	691	TEXT	3.1
VS	VSTEST	692	TEXT	3.0
VS	VSTEST	693	TEXT	3.1
VS	VSCAT	694	TEXT	3.0,3.1
VS	VSSCAT	695	TEXT	3.0,3.1
VS	VSPOS	696	TEXT	3.0,3.1
VS	VSORRES	697	TEXT	3.0,3.1
VS	VSORRESU	698	TEXT	3.0
VS	VSORRESU	699	TEXT	3.1
VS	VSSTRESC	700	TEXT	3.0,3.1
VS	VSSTRESN	701	REAL	3.0,3.1
VS	VSSTRESU	702	TEXT	3.0
VS	VSSTRESU	703	TEXT	3.1
VS	VSSTAT	704	TEXT	3.0,3.1
VS	VSREASND	705	TEXT	3.0,3.1
VS	VSLOC	706	TEXT	3.0,3.1
VS	VSCSTATE	707	TEXT	3.0,3.1
VS	VSBLFL	708	TEXT	3.0,3.1
VS	VSDRVFL	709	TEXT	3.0,3.1
VS	VSEXCLFL	710	TEXT	3.0,3.1
VS	VSREASEX	711	TEXT	3.0,3.1
VS	VSUSCHFL	712	TEXT	3.1
VS	VISITDY	713	INTEGER	3.0,3.1
VS	VSDTC	714	TEXT	3.0,3.1
VS	VSENDTC	715	TEXT	3.0,3.1
VS	VSDY	716	INTEGER	3.0,3.1
VS	VSENDY	717	INTEGER	3.0,3.1
VS	VSNOMDY	718	INTEGER	3.1
VS	VSNOMLBL	719	TEXT	3.1
VS	VSTPT	720	TEXT	3.0,3.1
VS	VSTPTNUM	721	REAL	3.0,3.1
VS	VSELTM	722	TEXT	3.0,3.1
VS	VSTPTREF	723	TEXT	3.0,3.1
VS	VSRFTDTC	724	TEXT	3.0,3.1
